"label.csv_policies.customer","label.csv_policies.state","fact.csv_policies.customer_lifetime_value","label.csv_policies.coverage","label.csv_policies.education","effective_to_date","label.csv_policies.employmentstatus","label.csv_policies.gender","fact.csv_policies.income","label.csv_policies.marital_status","fact.csv_policies.monthly_premium_auto","label.csv_policies.policy_type","label.csv_policies.renew_offer_type","label.csv_policies.sales_channel","fact.csv_policies.total_claim_amount","label.csv_policies.vehicle_class","label.csv_policies.vehicle_size"
"QQ69088","Washington","5577.669457","Basic","Doctor","08/17/2015","Disabled","M","11097","Married","73","Corporate Auto","Offer3","Web","350.4","Two-Door Car","Small"
"ED59130","Arizona","16705.10312","Extended","Bachelor","08/19/2015","Employed","M","74900","Married","208","Personal Auto","Offer3","Call Center","998.4","Luxury SUV","Medsize"
"SC90717","California","31864.8589","Extended","Doctor","09/08/2015","Employed","M","23576","Married","89","Personal Auto","Offer2","Web","383.508096","Four-Door Car","Medsize"
"PP36346","Nevada","3708.811428","Extended","High School or Below","08/27/2015","Disabled","F","23393","Married","95","Corporate Auto","Offer2","Branch","456","Four-Door Car","Medsize"
"JU75786","Oregon","7203.133626","Extended","Master","08/10/2015","Unemployed","F","0","Married","95","Personal Auto","Offer1","Agent","149.843223","Two-Door Car","Medsize"
"TU68427","Arizona","2649.658715","Basic","High School or Below","09/03/2015","Unemployed","F","0","Single","73","Personal Auto","Offer2","Web","350.4","Two-Door Car","Medsize"
"YD28431","California","6991.614179","Extended","Master","09/09/2015","Employed","F","66346","Married","87","Personal Auto","Offer4","Agent","78.179743","Four-Door Car","Large"
"MY56715","Oregon","3380.712383","Extended","Bachelor","09/27/2015","Employed","M","58109","Divorced","86","Corporate Auto","Offer2","Branch","412.8","Two-Door Car","Medsize"
"NF60680","Arizona","20096.89337","Basic","High School or Below","08/01/2015","Employed","F","92766","Married","71","Personal Auto","Offer2","Agent","379.029102","Two-Door Car","Large"
"BD70337","California","24706.92011","Basic","High School or Below","08/07/2015","Medical Leave","M","26307","Married","73","Personal Auto","Offer4","Call Center","313.192439","Four-Door Car","Medsize"
"DM77491","Oregon","7416.466665","Basic","Bachelor","08/16/2015","Unemployed","M","0","Married","69","Personal Auto","Offer3","Call Center","238.057939","Four-Door Car","Medsize"
"EV57176","California","5605.380417","Basic","High School or Below","08/21/2015","Employed","F","21171","Divorced","72","Corporate Auto","Offer4","Call Center","345.6","Four-Door Car","Large"
"CQ76876","California","13749.37083","Premium","College","08/09/2015","Employed","F","82753","Married","114","Personal Auto","Offer1","Web","264.666921","Four-Door Car","Medsize"
"QI89498","Oregon","2203.588481","Basic","College","08/14/2015","Unemployed","F","0","Single","64","Personal Auto","Offer2","Agent","757.206098","Four-Door Car","Small"
"BH43020","California","3369.71211","Extended","Bachelor","08/10/2015","Employed","M","39754","Married","85","Personal Auto","Offer2","Agent","62.282034","Four-Door Car","Medsize"
"EC66666","Arizona","7296.493236","Basic","College","08/01/2015","Unemployed","F","0","Divorced","67","Personal Auto","Offer1","Web","321.6","Two-Door Car","Medsize"
"EO74797","Arizona","7840.646748","Extended","Bachelor","08/24/2015","Unemployed","F","0","Single","76","Personal Auto","Offer2","Agent","364.8","Four-Door Car","Large"
"IA30254","Nevada","14837.50253","Basic","High School or Below","09/04/2015","Unemployed","M","0","Single","70","Corporate Auto","Offer1","Agent","712.619939","Four-Door Car","Medsize"
"KC79907","Arizona","7441.004843","Basic","College","09/12/2015","Employed","F","91915","Divorced","186","Personal Auto","Offer1","Call Center","93.56694","Luxury Car","Medsize"
"XW34862","Nevada","11981.98481","Basic","Master","08/20/2015","Retired","F","21514","Married","62","Special Auto","Offer1","Agent","257.248789","Two-Door Car","Medsize"
"RI76930","California","4163.04081","Basic","College","09/12/2015","Employed","F","43276","Married","104","Personal Auto","Offer2","Call Center","499.2","SUV","Large"
"XZ40716","California","8054.982035","Premium","High School or Below","08/18/2015","Employed","F","75531","Single","102","Personal Auto","Offer1","Web","489.6","Four-Door Car","Medsize"
"ZC75052","California","22658.53652","Basic","Bachelor","08/25/2015","Retired","M","23665","Married","67","Personal Auto","Offer1","Branch","404.817249","Four-Door Car","Medsize"
"DH51686","Arizona","4048.722426","Premium","Bachelor","09/20/2015","Unemployed","F","0","Single","118","Personal Auto","Offer1","Web","566.4","Four-Door Car","Small"
"HJ89045","California","10288.92495","Extended","Bachelor","08/15/2015","Employed","F","96337","Married","127","Personal Auto","Offer3","Branch","609.6","SUV","Medsize"
"DJ34695","California","21920.81339","Basic","High School or Below","08/27/2015","Employed","M","60180","Married","183","Corporate Auto","Offer4","Branch","988.533256","Luxury Car","Medsize"
"KR89806","Oregon","16468.22079","Basic","High School or Below","08/27/2015","Unemployed","F","0","Divorced","63","Personal Auto","Offer2","Agent","685.12694","Four-Door Car","Medsize"
"OX62816","Washington","5167.357134","Basic","Master","08/23/2015","Employed","M","30376","Single","66","Personal Auto","Offer1","Web","316.8","Four-Door Car","Small"
"WM36886","California","5757.442258","Basic","Master","08/31/2015","Employed","M","88997","Divorced","72","Corporate Auto","Offer2","Branch","174.041566","Four-Door Car","Small"
"BE92692","Oregon","2487.777024","Basic","Bachelor","09/21/2015","Employed","M","69236","Married","63","Personal Auto","Offer3","Branch","110.868874","Four-Door Car","Medsize"
"JV79596","Oregon","14594.45235","Basic","Bachelor","08/01/2015","Disabled","F","27627","Married","63","Special Auto","Offer3","Call Center","453.6","Two-Door Car","Small"
"KA49711","Nevada","5320.343098","Basic","Bachelor","09/12/2015","Employed","M","77524","Married","68","Corporate Auto","Offer3","Call Center","64.799325","Four-Door Car","Small"
"YI68606","Oregon","2442.200921","Basic","High School or Below","09/12/2015","Employed","F","75449","Divorced","61","Corporate Auto","Offer3","Agent","130.775164","Two-Door Car","Medsize"
"AU11344","Oregon","5142.389806","Extended","Bachelor","08/15/2015","Employed","F","35666","Divorced","131","Personal Auto","Offer2","Call Center","312.110029","SUV","Small"
"BG42047","Nevada","2511.944048","Basic","College","08/15/2015","Medical Leave","M","17658","Married","65","Personal Auto","Offer3","Web","312","Four-Door Car","Large"
"CF73234","Oregon","2629.315549","Basic","High School or Below","08/19/2015","Unemployed","M","0","Married","71","Corporate Auto","Offer2","Branch","340.8","Four-Door Car","Large"
"VE85103","Nevada","2449.128459","Basic","College","08/08/2015","Medical Leave","M","20567","Married","72","Personal Auto","Offer4","Agent","345.6","Four-Door Car","Large"
"LN99977","California","4061.997378","Basic","College","08/27/2015","Employed","F","30061","Single","104","Special Auto","Offer1","Web","499.2","Sports Car","Large"
"CR56473","Nevada","5252.511788","Basic","High School or Below","08/22/2015","Unemployed","M","0","Single","74","Corporate Auto","Offer1","Agent","532.8","Four-Door Car","Medsize"
"YP32443","Oregon","4372.194536","Basic","Bachelor","08/23/2015","Medical Leave","M","20354","Married","116","Personal Auto","Offer3","Agent","556.8","SUV","Medsize"
"MQ46375","Oregon","15320.21872","Basic","Bachelor","08/02/2015","Employed","M","36637","Married","192","Corporate Auto","Offer4","Branch","921.6","Luxury Car","Medsize"
"VU30980","California","9657.579498","Extended","High School or Below","08/31/2015","Unemployed","M","0","Married","131","Personal Auto","Offer1","Agent","628.8","SUV","Medsize"
"JX50349","Oregon","2472.469209","Basic","College","08/20/2015","Employed","F","63860","Married","62","Personal Auto","Offer2","Agent","208.598246","Four-Door Car","Medsize"
"DH34004","California","6191.402312","Basic","College","09/06/2015","Unemployed","M","0","Married","199","Personal Auto","Offer2","Web","955.2","Luxury Car","Medsize"
"DU66880","Arizona","13583.6249","Premium","High School or Below","08/05/2015","Employed","M","58544","Married","114","Personal Auto","Offer1","Agent","769.788818","Four-Door Car","Medsize"
"QH87479","Oregon","27528.31132","Extended","High School or Below","08/06/2015","Employed","F","54586","Married","76","Personal Auto","Offer3","Branch","122.590766","Two-Door Car","Large"
"MF87270","California","2952.581331","Basic","High School or Below","09/15/2015","Employed","F","57248","Married","74","Personal Auto","Offer2","Call Center","355.2","Four-Door Car","Small"
"PX99904","California","4949.389491","Extended","Bachelor","09/06/2015","Unemployed","F","0","Single","134","Corporate Auto","Offer2","Branch","964.8","Sports Car","Small"
"TD43065","California","8209.924674","Basic","Bachelor","08/30/2015","Employed","M","66037","Married","69","Personal Auto","Offer4","Branch","69.004181","Four-Door Car","Medsize"
"DU39756","Nevada","4170.687348","Basic","Master","08/17/2015","Employed","F","29462","Single","107","Corporate Auto","Offer2","Branch","513.6","SUV","Large"
"GY65868","California","20600.23958","Extended","Bachelor","09/18/2015","Employed","M","64541","Married","86","Personal Auto","Offer3","Agent","256.279637","Four-Door Car","Small"
"NG15645","California","2858.087414","Basic","Master","08/11/2015","Employed","F","27382","Married","71","Personal Auto","Offer2","Web","134.104322","Four-Door Car","Medsize"
"HH69970","California","6282.082435","Extended","Bachelor","08/05/2015","Employed","F","32311","Married","79","Corporate Auto","Offer1","Agent","207.289724","Four-Door Car","Large"
"YJ57293","California","2776.842204","Extended","College","09/04/2015","Medical Leave","M","23830","Married","76","Corporate Auto","Offer4","Web","364.8","Two-Door Car","Medsize"
"BV22194","Arizona","14194.15441","Basic","High School or Below","09/13/2015","Employed","F","88178","Married","70","Personal Auto","Offer2","Call Center","336","Two-Door Car","Medsize"
"UH22701","Oregon","9726.551005","Extended","Master","08/01/2015","Employed","F","72236","Married","80","Personal Auto","Offer2","Call Center","518.064733","Four-Door Car","Medsize"
"IA85970","California","8099.466122","Basic","Bachelor","09/07/2015","Unemployed","F","0","Divorced","112","Personal Auto","Offer1","Branch","438.812143","SUV","Medsize"
"TC18240","Oregon","5020.473987","Basic","College","08/29/2015","Employed","M","67890","Married","63","Personal Auto","Offer1","Agent","174.08854","Four-Door Car","Medsize"
"GE58317","Arizona","4834.710493","Basic","College","08/31/2015","Employed","F","38713","Divorced","66","Personal Auto","Offer2","Call Center","316.8","Four-Door Car","Medsize"
"GW42895","Oregon","17625.53763","Basic","Bachelor","08/25/2015","Employed","F","77803","Married","63","Personal Auto","Offer2","Agent","217.554695","Four-Door Car","Medsize"
"FH77504","California","11009.13049","Premium","Bachelor","08/24/2015","Employed","F","51643","Single","283","Personal Auto","Offer2","Agent","1358.4","Luxury Car","Medsize"
"XK87182","Oregon","4502.207001","Premium","College","08/25/2015","Employed","F","46402","Married","113","Personal Auto","Offer1","Agent","476.385575","Four-Door Car","Medsize"
"HB17438","Washington","10570.7888","Extended","Bachelor","09/21/2015","Employed","M","92044","Married","132","Personal Auto","Offer4","Web","617.288574","SUV","Medsize"
"DH18269","Arizona","10614.64457","Extended","College","08/13/2015","Medical Leave","M","16040","Divorced","96","Personal Auto","Offer1","Branch","611.476898","Two-Door Car","Medsize"
"DP19820","Oregon","11436.42994","Extended","College","08/15/2015","Unemployed","M","0","Single","135","Personal Auto","Offer2","Branch","980.52817","SUV","Small"
"IK64989","Washington","4458.113369","Basic","Bachelor","08/02/2015","Retired","M","17622","Divorced","65","Personal Auto","Offer1","Agent","312","Four-Door Car","Medsize"
"MP85571","Arizona","5558.31428","Premium","Bachelor","09/20/2015","Unemployed","F","0","Single","188","Personal Auto","Offer3","Agent","2156.011022","SUV","Medsize"
"VO29645","Oregon","5169.49937","Basic","High School or Below","09/26/2015","Medical Leave","M","12430","Single","73","Personal Auto","Offer2","Call Center","350.4","Four-Door Car","Medsize"
"GP83239","California","7840.165778","Extended","College","08/14/2015","Employed","M","58414","Single","210","Personal Auto","Offer2","Agent","1008","Luxury SUV","Small"
"GQ21970","Nevada","24108.30057","Basic","Bachelor","08/28/2015","Disabled","F","17257","Single","70","Personal Auto","Offer1","Call Center","551.132139","Four-Door Car","Small"
"HP40365","Oregon","5638.046345","Basic","College","09/05/2015","Employed","F","70492","Divorced","70","Personal Auto","Offer3","Web","328.362698","Two-Door Car","Medsize"
"UX87150","California","7680.147853","Extended","College","08/01/2015","Employed","M","68229","Married","96","Corporate Auto","Offer4","Branch","460.8","Four-Door Car","Medsize"
"OZ30867","Oregon","8409.067687","Basic","High School or Below","09/23/2015","Employed","F","33397","Married","106","Personal Auto","Offer4","Call Center","508.8","SUV","Medsize"
"LC60153","California","12341.83389","Basic","Bachelor","08/13/2015","Employed","M","72503","Single","106","Personal Auto","Offer3","Agent","295.821353","SUV","Large"
"OX87524","California","2611.128028","Basic","Master","09/20/2015","Employed","F","90349","Divorced","64","Personal Auto","Offer4","Branch","435.7186","Four-Door Car","Medsize"
"ZY78741","California","6081.481291","Extended","High School or Below","09/25/2015","Unemployed","M","0","Single","87","Corporate Auto","Offer2","Agent","626.4","Four-Door Car","Large"
"DB79306","California","4416.345862","Basic","College","08/04/2015","Employed","M","25480","Married","117","Personal Auto","Offer4","Web","486.545439","SUV","Small"
"EM77767","Oregon","10932.21496","Basic","College","09/19/2015","Employed","F","72462","Married","68","Personal Auto","Offer2","Call Center","272.737308","Two-Door Car","Medsize"
"PH78214","Oregon","5427.174517","Basic","College","09/11/2015","Medical Leave","F","27677","Married","72","Personal Auto","Offer2","Agent","345.6","Four-Door Car","Medsize"
"LY17996","California","6190.316839","Extended","High School or Below","08/26/2015","Medical Leave","M","25743","Married","79","Personal Auto","Offer4","Branch","596.2476","Two-Door Car","Large"
"XV76553","Oregon","4523.752381","Basic","High School or Below","09/13/2015","Employed","M","74935","Married","112","Corporate Auto","Offer2","Branch","192.859737","SUV","Medsize"
"SD38003","California","2482.38724","Basic","Bachelor","08/19/2015","Unemployed","M","0","Single","71","Personal Auto","Offer1","Call Center","511.2","Four-Door Car","Medsize"
"QC30094","Oregon","6903.946532","Extended","High School or Below","09/05/2015","Medical Leave","F","15921","Married","92","Corporate Auto","Offer1","Call Center","571.549745","Four-Door Car","Small"
"KH92987","Arizona","21740.02913","Extended","High School or Below","08/03/2015","Employed","F","30095","Married","136","Personal Auto","Offer1","Web","652.8","SUV","Medsize"
"OB32671","Oregon","37939.48817","Basic","High School or Below","08/31/2015","Employed","F","20587","Married","106","Personal Auto","Offer3","Agent","363.77598","SUV","Small"
"CD26907","California","31215.68581","Basic","Bachelor","08/06/2015","Unemployed","M","0","Single","117","Personal Auto","Offer2","Web","1227.822079","Sports Car","Medsize"
"YY46839","Washington","8482.456771","Premium","High School or Below","08/30/2015","Employed","F","29628","Married","106","Corporate Auto","Offer1","Agent","763.2","Two-Door Car","Medsize"
"HY36253","California","8490.284985","Extended","Bachelor","08/23/2015","Disabled","M","28677","Divorced","78","Personal Auto","Offer3","Agent","131.515739","Four-Door Car","Medsize"
"KA62728","California","8886.610685","Premium","High School or Below","08/06/2015","Employed","M","87094","Single","113","Personal Auto","Offer3","Agent","64.894362","Four-Door Car","Medsize"
"GH98275","California","4670.953723","Basic","College","09/15/2015","Unemployed","F","0","Divorced","64","Corporate Auto","Offer2","Call Center","181.810486","Four-Door Car","Medsize"
"DJ87316","Oregon","10209.9339","Extended","High School or Below","08/24/2015","Employed","M","43736","Married","128","Personal Auto","Offer1","Branch","614.4","SUV","Medsize"
"XC85830","Oregon","4118.588554","Premium","Bachelor","08/28/2015","Employed","F","69379","Single","103","Corporate Auto","Offer1","Branch","494.4","Two-Door Car","Medsize"
"VK85405","California","7409.586372","Basic","High School or Below","08/29/2015","Employed","F","80415","Single","62","Corporate Auto","Offer1","Agent","281.372658","Two-Door Car","Medsize"
"ZP27971","California","3803.79853","Extended","High School or Below","08/01/2015","Employed","M","26050","Married","97","Personal Auto","Offer2","Branch","465.6","Four-Door Car","Small"
"QC95625","California","12157.32992","Premium","High School or Below","09/27/2015","Employed","M","57449","Single","103","Personal Auto","Offer1","Agent","494.4","Four-Door Car","Medsize"
"DN34058","Washington","28119.28723","Extended","Bachelor","08/21/2015","Employed","F","68211","Married","99","Corporate Auto","Offer2","Branch","475.2","Four-Door Car","Small"
"VS80344","Arizona","8219.358756","Premium","Bachelor","09/16/2015","Employed","F","28445","Married","103","Special Auto","Offer1","Agent","427.762841","Two-Door Car","Medsize"
"SJ24275","Nevada","4803.24007","Basic","College","08/06/2015","Employed","F","37313","Single","62","Personal Auto","Offer3","Branch","246.57631","Four-Door Car","Medsize"
"YB58105","California","10865.86075","Premium","High School or Below","09/14/2015","Unemployed","M","0","Single","110","Corporate Auto","Offer1","Agent","1066.913401","Four-Door Car","Large"
"BP35803","California","3425.73115","Extended","College","08/17/2015","Employed","F","29194","Single","89","Personal Auto","Offer2","Agent","424.466821","Four-Door Car","Medsize"
"CL73599","Arizona","8609.158215","Basic","Bachelor","08/14/2015","Employed","F","79090","Married","107","Personal Auto","Offer2","Branch","289.040734","SUV","Medsize"
"ZR22245","Washington","4605.036646","Basic","College","08/28/2015","Medical Leave","F","22571","Single","63","Personal Auto","Offer2","Web","302.4","Four-Door Car","Large"
"JJ57298","Oregon","18634.72656","Extended","College","09/17/2015","Unemployed","M","0","Single","139","Corporate Auto","Offer1","Call Center","1066.63167","SUV","Medsize"
"FF53048","Arizona","3465.52691","Extended","Master","09/15/2015","Employed","F","48744","Single","86","Personal Auto","Offer1","Agent","412.8","Two-Door Car","Small"
"HD83496","Arizona","2478.180205","Basic","Bachelor","08/08/2015","Unemployed","M","0","Single","71","Corporate Auto","Offer2","Web","511.2","Four-Door Car","Large"
"DD94148","California","5792.439588","Basic","College","09/16/2015","Employed","M","29530","Married","74","Personal Auto","Offer2","Web","222.478994","Two-Door Car","Medsize"
"FM52759","Nevada","5548.031892","Basic","Bachelor","08/13/2015","Employed","M","67798","Divorced","69","Personal Auto","Offer1","Agent","331.2","Four-Door Car","Medsize"
"OI39918","California","3443.301126","Extended","Bachelor","08/31/2015","Medical Leave","M","16208","Married","93","Personal Auto","Offer2","Call Center","446.4","Two-Door Car","Large"
"PC72443","Oregon","4529.072491","Premium","College","09/20/2015","Employed","F","94757","Married","112","Personal Auto","Offer3","Agent","5.453269","Four-Door Car","Medsize"
"OQ15169","Washington","5597.12496","Extended","High School or Below","08/27/2015","Employed","F","37995","Married","139","Corporate Auto","Offer1","Branch","667.2","SUV","Medsize"
"ZO89996","Oregon","2616.613903","Basic","College","09/25/2015","Employed","M","72302","Divorced","66","Personal Auto","Offer1","Agent","316.8","Two-Door Car","Medsize"
"OP70207","Oregon","10506.88413","Extended","College","09/14/2015","Employed","M","37934","Divorced","137","Personal Auto","Offer1","Call Center","385.440163","Sports Car","Medsize"
"ID39569","Washington","10758.65568","Extended","High School or Below","08/19/2015","Retired","M","19382","Married","94","Personal Auto","Offer4","Agent","676.8","Four-Door Car","Medsize"
"RJ80405","Arizona","5498.661301","Basic","Bachelor","08/22/2015","Employed","M","33191","Married","70","Personal Auto","Offer3","Branch","443.53718","Four-Door Car","Medsize"
"NT21324","Arizona","2791.880258","Basic","College","08/27/2015","Employed","M","72389","Married","70","Personal Auto","Offer2","Branch","206.158416","Four-Door Car","Medsize"
"IY98928","Arizona","5176.157299","Basic","Master","08/25/2015","Employed","F","91475","Divorced","64","Personal Auto","Offer1","Agent","73.295606","Four-Door Car","Medsize"
"XJ81725","California","8166.878898","Premium","College","08/28/2015","Unemployed","M","0","Single","111","Personal Auto","Offer1","Agent","799.2","Four-Door Car","Medsize"
"FE62142","Oregon","4267.076892","Basic","Bachelor","09/26/2015","Employed","F","43682","Married","107","Corporate Auto","Offer3","Branch","148.003496","SUV","Medsize"
"ZH55575","California","5217.513287","Basic","Bachelor","09/17/2015","Employed","F","39854","Divorced","66","Corporate Auto","Offer2","Web","261.930545","Two-Door Car","Medsize"
"WI86229","Oregon","7807.216137","Extended","Master","08/24/2015","Employed","M","52162","Divorced","99","Personal Auto","Offer1","Agent","251.152889","Two-Door Car","Large"
"QR42111","Arizona","5058.927182","Extended","High School or Below","09/24/2015","Unemployed","F","0","Married","134","Special Auto","Offer1","Branch","643.2","SUV","Small"
"DN71979","Arizona","7772.579276","Basic","College","08/15/2015","Employed","M","74755","Divorced","195","Personal Auto","Offer1","Web","1404","Luxury Car","Medsize"
"IC22580","California","11533.96706","Extended","College","09/13/2015","Employed","M","85339","Married","95","Personal Auto","Offer3","Agent","392.7457","Four-Door Car","Small"
"MX93069","Oregon","5073.282126","Extended","Doctor","08/30/2015","Employed","M","57709","Married","125","Personal Auto","Offer2","Branch","600","SUV","Medsize"
"TG37225","California","4636.54647","Basic","College","08/01/2015","Retired","M","26802","Married","66","Personal Auto","Offer2","Agent","316.8","Two-Door Car","Medsize"
"GY69750","Oregon","5296.838482","Basic","Master","08/14/2015","Unemployed","M","0","Divorced","73","Personal Auto","Offer1","Branch","152.080908","Four-Door Car","Large"
"KX99703","Oregon","6273.911874","Extended","College","09/16/2015","Retired","F","18577","Divorced","86","Personal Auto","Offer1","Branch","412.8","Four-Door Car","Medsize"
"AA35519","Arizona","8002.308333","Basic","College","08/11/2015","Unemployed","F","0","Married","107","Personal Auto","Offer1","Agent","513.6","SUV","Medsize"
"FE99816","Nevada","15563.36944","Premium","Bachelor","08/19/2015","Unemployed","F","0","Married","253","Personal Auto","Offer3","Web","1214.4","Luxury Car","Medsize"
"YP92773","Washington","4723.821588","Premium","Bachelor","09/25/2015","Employed","F","21546","Married","119","Corporate Auto","Offer3","Agent","625.395925","Two-Door Car","Medsize"
"CF26052","Arizona","8436.350708","Basic","Bachelor","08/16/2015","Employed","F","49182","Married","70","Personal Auto","Offer1","Web","165.410515","Two-Door Car","Medsize"
"PR37714","California","7153.208425","Extended","Bachelor","09/23/2015","Employed","F","32238","Divorced","91","Personal Auto","Offer3","Branch","439.781453","Four-Door Car","Medsize"
"CE92675","California","6990.691643","Basic","College","09/21/2015","Unemployed","F","0","Single","68","Personal Auto","Offer2","Web","326.4","Four-Door Car","Large"
"BK47926","California","6375.079233","Extended","High School or Below","09/07/2015","Employed","M","98118","Single","83","Personal Auto","Offer2","Branch","398.4","Four-Door Car","Small"
"BY62906","Arizona","27990.35769","Basic","High School or Below","08/24/2015","Employed","M","22971","Married","101","Personal Auto","Offer2","Web","562.021558","SUV","Medsize"
"UY95661","California","4971.727892","Basic","Master","09/26/2015","Employed","M","49161","Married","63","Personal Auto","Offer3","Branch","171.746945","Two-Door Car","Medsize"
"OS84395","Nevada","7611.949286","Extended","Bachelor","09/25/2015","Employed","M","90252","Married","95","Corporate Auto","Offer2","Web","122.924197","Four-Door Car","Medsize"
"JS53793","Arizona","2422.194555","Basic","Doctor","08/16/2015","Employed","F","25036","Married","61","Corporate Auto","Offer2","Agent","292.8","Four-Door Car","Large"
"BV25135","California","4647.423581","Extended","Bachelor","09/11/2015","Employed","M","28314","Single","121","Personal Auto","Offer1","Agent","580.8","SUV","Medsize"
"AF17671","Washington","7765.228166","Extended","Bachelor","08/27/2015","Employed","F","56337","Married","97","Personal Auto","Offer4","Web","465.6","Four-Door Car","Medsize"
"AY30324","Oregon","6189.443994","Extended","Bachelor","08/06/2015","Employed","F","99074","Married","77","Special Auto","Offer4","Call Center","208.38907","Two-Door Car","Medsize"
"XE17270","California","3520.696547","Extended","High School or Below","09/02/2015","Employed","M","31708","Single","94","Personal Auto","Offer1","Agent","451.2","Two-Door Car","Medsize"
"LS46182","Nevada","2678.457672","Extended","Bachelor","09/11/2015","Unemployed","M","0","Single","83","Personal Auto","Offer1","Branch","398.4","Four-Door Car","Medsize"
"LH33181","Arizona","6274.564531","Basic","Bachelor","08/10/2015","Unemployed","M","0","Single","67","Personal Auto","Offer1","Agent","431.32052","Four-Door Car","Large"
"AT84725","Washington","4650.063763","Basic","College","08/10/2015","Retired","M","28215","Single","65","Personal Auto","Offer1","Agent","468","Two-Door Car","Medsize"
"TP33286","Washington","12010.93726","Premium","High School or Below","09/05/2015","Unemployed","M","0","Single","119","Corporate Auto","Offer2","Agent","856.8","Four-Door Car","Medsize"
"YB79192","California","10193.77423","Extended","Bachelor","08/15/2015","Employed","F","21119","Married","128","Personal Auto","Offer1","Branch","614.4","SUV","Medsize"
"SC43870","California","15862.17507","Basic","Bachelor","08/29/2015","Unemployed","M","0","Single","66","Corporate Auto","Offer1","Web","475.2","Four-Door Car","Medsize"
"OO72857","Oregon","17254.03699","Basic","Bachelor","08/14/2015","Unemployed","M","0","Married","69","Personal Auto","Offer1","Agent","331.2","Four-Door Car","Medsize"
"MO38559","Arizona","5294.230247","Basic","Doctor","09/03/2015","Unemployed","F","0","Married","70","Personal Auto","Offer2","Call Center","20.521312","Four-Door Car","Medsize"
"RL65736","Oregon","6274.447705","Extended","High School or Below","09/14/2015","Medical Leave","F","13662","Single","85","Personal Auto","Offer1","Agent","408","Four-Door Car","Small"
"ID30085","Arizona","8007.399376","Basic","High School or Below","08/02/2015","Unemployed","F","0","Divorced","112","Personal Auto","Offer1","Web","537.6","Sports Car","Medsize"
"CO68055","Oregon","30966.31981","Basic","Bachelor","08/01/2015","Unemployed","M","0","Married","109","Personal Auto","Offer3","Branch","691.401424","SUV","Small"
"NX37589","Washington","2666.976685","Basic","Bachelor","09/08/2015","Employed","F","79251","Married","67","Personal Auto","Offer2","Web","321.6","Four-Door Car","Medsize"
"BX88206","Nevada","18572.01022","Basic","High School or Below","09/16/2015","Employed","F","51294","Married","116","Corporate Auto","Offer2","Web","113.237624","SUV","Medsize"
"AA30683","California","6595.101921","Premium","Bachelor","08/15/2015","Unemployed","M","0","Single","105","Personal Auto","Offer1","Web","847.717402","Four-Door Car","Medsize"
"BD13927","California","2243.473907","Basic","High School or Below","08/10/2015","Unemployed","F","0","Single","62","Personal Auto","Offer3","Branch","675.468453","Two-Door Car","Small"
"SJ71233","California","7423.929008","Basic","College","09/22/2015","Unemployed","F","0","Single","107","Personal Auto","Offer1","Branch","513.6","SUV","Medsize"
"WK52692","Oregon","4627.090729","Extended","College","08/16/2015","Medical Leave","F","29124","Married","129","Personal Auto","Offer1","Call Center","619.2","SUV","Medsize"
"OG67387","California","4413.255399","Basic","College","09/12/2015","Unemployed","M","0","Single","65","Personal Auto","Offer2","Call Center","312","Four-Door Car","Medsize"
"XR99310","California","3163.283136","Extended","College","08/15/2015","Employed","M","97266","Married","79","Special Auto","Offer2","Agent","546.052144","Two-Door Car","Medsize"
"GU84478","Oregon","4908.124429","Basic","High School or Below","08/17/2015","Employed","M","48207","Married","63","Personal Auto","Offer3","Branch","164.974886","Four-Door Car","Medsize"
"ZX29705","California","7850.590399","Basic","College","09/15/2015","Unemployed","F","0","Married","69","Corporate Auto","Offer4","Web","331.2","Four-Door Car","Medsize"
"WN67367","California","3210.417377","Extended","Bachelor","08/18/2015","Unemployed","F","0","Divorced","88","Personal Auto","Offer1","Web","325.917598","Four-Door Car","Large"
"QN67807","Arizona","5387.40977","Basic","Bachelor","08/17/2015","Employed","M","97316","Married","67","Personal Auto","Offer2","Branch","309.076476","Two-Door Car","Large"
"AU77281","Oregon","2472.469209","Basic","College","08/20/2015","Employed","F","63860","Married","62","Personal Auto","Offer2","Agent","208.598246","Four-Door Car","Medsize"
"DN46994","California","5403.586356","Basic","Bachelor","09/28/2015","Employed","F","72633","Married","67","Personal Auto","Offer1","Agent","155.761761","Four-Door Car","Medsize"
"OW97322","Oregon","31410.92822","Premium","Bachelor","09/10/2015","Employed","M","28013","Married","266","Personal Auto","Offer2","Branch","1276.8","Luxury Car","Small"
"ZC97171","Arizona","7627.431532","Extended","High School or Below","09/15/2015","Employed","F","60479","Single","96","Personal Auto","Offer3","Call Center","85.155359","Four-Door Car","Medsize"
"NG69817","California","7540.390159","Basic","Bachelor","08/24/2015","Unemployed","F","0","Single","68","Personal Auto","Offer1","Branch","519.757811","Two-Door Car","Small"
"BS95225","California","2617.704041","Basic","College","08/19/2015","Medical Leave","M","14151","Single","72","Personal Auto","Offer2","Branch","345.6","Four-Door Car","Medsize"
"AE93522","Washington","7212.143863","Basic","Bachelor","08/23/2015","Employed","M","75891","Single","61","Corporate Auto","Offer2","Branch","61.285525","Two-Door Car","Medsize"
"LP15901","Nevada","6671.766636","Basic","Bachelor","08/04/2015","Unemployed","M","0","Single","183","Personal Auto","Offer1","Agent","1317.6","Luxury SUV","Small"
